16:28:25.734, 445, 481, 708

16:28:25.747, 445, 481, 708

16:28:25.763, 445, 481, 708

16:28:25.780, 445, 481, 708

16:28:25.796, 445, 481, 708

16:28:25.813, 445, 481, 708

16:28:25.829, 445, 481, 708

16:28:25.847, 445, 481, 708

16:28:25.863, 445, 481, 708

16:28:25.879, 445, 481, 708

16:28:25.897, 445, 481, 708

16:28:25.913, 445, 481, 708

16:28:25.930, 445, 481, 708

16:28:25.946, 445, 481, 708

16:28:25.963, 445, 481, 708

16:28:25.980, 445, 481, 708

16:28:25.996, 445, 481, 708

16:28:26.014, 445, 481, 708

16:28:26.029, 445, 481, 708

16:28:26.047, 445, 481, 708

16:28:26.063, 445, 481, 708

16:28:26.079, 445, 481, 708

16:28:26.097, 445, 481, 708

16:28:26.113, 445, 481, 708

16:28:26.129, 445, 481, 708

16:28:26.147, 445, 481, 708

16:28:26.163, 445, 481, 708

16:28:26.179, 445, 481, 708

16:28:26.197, 445, 481, 708

16:28:26.213, 445, 481, 708

16:28:26.229, 445, 481, 708

16:28:26.246, 445, 481, 708

16:28:26.263, 445, 481, 708

16:28:26.279, 445, 481, 708

16:28:26.296, 445, 481, 708

16:28:26.314, 445, 481, 708

16:28:26.329, 445, 481, 708

16:28:26.347, 445, 481, 708

16:28:26.363, 445, 481, 708

16:28:26.379, 445, 481, 708

16:28:26.396, 445, 481, 708

16:28:26.412, 445, 481, 708

16:28:26.429, 445, 481, 708

16:28:26.446, 445, 481, 708

16:28:26.462, 445, 481, 708

16:28:26.480, 445, 481, 708

16:28:26.496, 445, 481, 708

16:28:26.512, 445, 481, 708

16:28:26.530, 445, 481, 708

16:28:26.546, 445, 481, 708

16:28:26.562, 445, 481, 708

16:28:26.579, 445, 481, 708

16:28:26.596, 445, 481, 708

16:28:26.612, 445, 481, 708

16:28:26.629, 445, 481, 708

16:28:26.647, 445, 481, 708

16:28:26.662, 445, 481, 708

16:28:26.679, 445, 481, 708

16:28:26.696, 445, 481, 708

16:28:26.713, 445, 481, 708

16:28:26.730, 445, 481, 708

16:28:26.746, 445, 481, 708

16:28:26.762, 445, 481, 708

16:28:26.780, 445, 481, 708

16:28:26.796, 445, 481, 708

16:28:26.813, 445, 481, 708

16:28:26.830, 445, 481, 708

16:28:26.846, 445, 481, 708

16:28:26.862, 445, 481, 708

16:28:26.880, 445, 481, 708

16:28:26.896, 445, 481, 708

16:28:26.913, 445, 481, 708

16:28:26.930, 445, 481, 708

16:28:26.946, 445, 481, 708

16:28:26.963, 445, 481, 708

16:28:26.980, 445, 481, 708

16:28:26.996, 445, 481, 708

16:28:27.013, 445, 481, 708

16:28:27.030, 445, 481, 708

16:28:27.046, 445, 481, 708

16:28:27.063, 445, 481, 708

16:28:27.081, 445, 481, 708

16:28:27.096, 445, 481, 708

16:28:27.113, 445, 481, 708

16:28:27.131, 445, 481, 708

16:28:27.146, 445, 481, 708

16:28:27.163, 445, 481, 708

16:28:27.180, 445, 481, 708

16:28:27.196, 445, 481, 708

16:28:27.214, 445, 481, 708

16:28:27.230, 445, 481, 708

16:28:27.246, 445, 481, 708

16:28:27.263, 445, 481, 708

16:28:27.279, 445, 481, 708

16:28:27.296, 445, 481, 708

16:28:27.314, 445, 481, 708

16:28:27.347, 444, 481, 708

16:28:27.363, 444, 481, 708

16:28:27.396, 443, 481, 708

16:28:27.413, 443, 481, 708

16:28:27.446, 441, 481, 707

16:28:27.463, 441, 481, 707

16:28:27.496, 443, 482, 708

16:28:27.513, 443, 482, 708

16:28:27.546, 444, 481, 708

16:28:27.563, 444, 481, 708

16:28:27.596, 442, 481, 708

16:28:27.613, 442, 481, 708

16:28:27.646, 443, 481, 707

16:28:27.663, 443, 481, 707

16:28:27.696, 445, 481, 708

16:28:27.713, 445, 481, 708

16:28:27.746, 441, 482, 708

16:28:27.763, 441, 482, 708

16:28:27.796, 443, 481, 708

16:28:27.812, 443, 481, 708

16:28:27.846, 444, 482, 709

16:28:27.863, 444, 482, 709

16:28:27.896, 442, 482, 708

16:28:27.913, 442, 482, 708

16:28:27.930, 442, 482, 708

16:28:27.947, 443, 481, 707

16:28:27.962, 443, 481, 707

16:28:27.979, 443, 481, 707

16:28:28.013, 442, 482, 708

16:28:28.029, 442, 482, 708

16:28:28.046, 443, 482, 708

16:28:28.062, 443, 482, 708

16:28:28.079, 443, 482, 708

16:28:28.096, 443, 481, 708

16:28:28.112, 443, 481, 708

16:28:28.129, 443, 481, 708

16:28:28.163, 443, 481, 709

16:28:28.180, 443, 481, 709

16:28:28.213, 443, 481, 710

16:28:28.229, 443, 481, 710

16:28:28.263, 444, 484, 707

16:28:28.279, 444, 484, 707

16:28:28.315, 444, 482, 713

16:28:28.330, 444, 482, 713

16:28:28.364, 440, 484, 705

16:28:28.380, 440, 484, 705

16:28:28.413, 440, 483, 713

16:28:28.431, 440, 483, 713

16:28:28.463, 454, 480, 710

16:28:28.480, 454, 480, 710

16:28:28.513, 436, 482, 706

16:28:28.531, 436, 482, 706

16:28:28.563, 443, 476, 704

16:28:28.580, 443, 476, 704

16:28:28.613, 440, 477, 705

16:28:28.630, 440, 477, 705

16:28:28.663, 445, 481, 707

16:28:28.680, 445, 481, 707

16:28:28.713, 445, 479, 709

16:28:28.730, 445, 479, 709

16:28:28.764, 441, 478, 713

16:28:28.779, 441, 478, 713

16:28:28.813, 448, 481, 709

16:28:28.829, 448, 481, 709

16:28:28.864, 444, 477, 707

16:28:28.879, 444, 477, 707

16:28:28.896, 444, 477, 707

16:28:28.914, 445, 479, 709

16:28:28.929, 445, 479, 709

16:28:28.946, 445, 479, 709

16:28:28.964, 443, 479, 709

16:28:28.979, 443, 479, 709

16:28:28.996, 
16:28:29.013, 445, 477, 708

16:28:29.029, 445, 477, 708

16:28:29.046, 445, 477, 708

16:28:29.063, 443, 479, 709

16:28:29.079, 443, 479, 709

16:28:29.097, 443, 479, 709

16:28:29.130, 444, 479, 707

16:28:29.146, 444, 479, 707

16:28:29.180, 446, 479, 709

16:28:29.196, 446, 479, 709

16:28:29.230, 444, 479, 708

16:28:29.246, 444, 479, 708

16:28:29.281, 443, 478, 709

16:28:29.296, 443, 478, 709

16:28:29.329, 445, 478, 708

16:28:29.346, 445, 478, 708

16:28:29.379, 446, 481, 708

16:28:29.396, 446, 481, 708

16:28:29.429, 446, 478, 710

16:28:29.446, 446, 478, 710

16:28:29.479, 443, 479, 706

16:28:29.496, 443, 479, 706

16:28:29.529, 445, 481, 709

16:28:29.546, 445, 481, 709

16:28:29.579, 448, 477, 708

16:28:29.596, 448, 477, 708

16:28:29.629, 442, 478, 708

16:28:29.646, 442, 478, 708

16:28:29.679, 440, 480, 710

16:28:29.696, 440, 480, 710

16:28:29.730, 454, 479, 708

16:28:29.748, 454, 479, 708

16:28:29.780, 438, 479, 707

16:28:29.797, 438, 479, 707

16:28:29.830, 446, 479, 708

16:28:29.846, 446, 479, 708

16:28:29.880, 448, 480, 709

16:28:29.896, 448, 480, 709

16:28:29.913, 448, 480, 709

16:28:29.930, 440, 478, 707

16:28:29.947, 440, 478, 707

16:28:29.980, 446, 480, 708

16:28:29.996, 446, 480, 708

16:28:30.013, 446, 480, 708

16:28:30.029, 445, 480, 708

16:28:30.046, 445, 480, 708

16:28:30.063, 445, 480, 708

16:28:30.081, 443, 478, 708

16:28:30.096, 443, 478, 708

16:28:30.113, 443, 478, 708

16:28:30.147, 445, 480, 707

16:28:30.163, 445, 480, 707

16:28:30.198, 445, 478, 709

16:28:30.213, 445, 478, 709

16:28:30.247, 445, 479, 707

16:28:30.264, 445, 479, 707

16:28:30.297, 444, 479, 708

16:28:30.313, 444, 479, 708

16:28:30.347, 446, 480, 709

16:28:30.364, 446, 480, 709

16:28:30.396, 443, 479, 708

16:28:30.414, 443, 479, 708

16:28:30.447, 443, 480, 707

16:28:30.463, 443, 480, 707

16:28:30.496, 446, 478, 709

16:28:30.513, 446, 478, 709

16:28:30.546, 444, 480, 707

16:28:30.563, 444, 480, 707

16:28:30.596, 444, 478, 707

16:28:30.614, 444, 478, 707

16:28:30.646, 444, 479, 712

16:28:30.663, 444, 479, 712

16:28:30.696, 447, 483, 705

16:28:30.713, 447, 483, 705

16:28:30.746, 438, 475, 704

16:28:30.763, 438, 475, 704

16:28:30.796, 449, 479, 710

16:28:30.813, 449, 479, 710

16:28:30.846, 443, 479, 706

16:28:30.863, 443, 479, 706

16:28:30.879, 443, 479, 706

16:28:30.896, 446, 479, 709

16:28:30.912, 446, 479, 709

16:28:30.946, 446, 480, 709

16:28:30.962, 446, 480, 709

16:28:30.996, 443, 479, 708

16:28:31.013, 443, 479, 708

16:28:31.029, 443, 479, 708

16:28:31.046, 446, 479, 708

16:28:31.062, 446, 479, 708

16:28:31.079, 446, 479, 708

16:28:31.097, 444, 480, 709

16:28:31.112, 444, 480, 709

16:28:31.130, 444, 480, 709

16:28:31.147, 444, 479, 708

16:28:31.163, 444, 479, 708

16:28:31.180, 444, 479, 708

16:28:31.197, 448, 479, 710

16:28:31.213, 448, 479, 710

16:28:31.230, 448, 479, 710

16:28:31.264, 442, 477, 705

16:28:31.280, 442, 477, 705

16:28:31.314, 444, 479, 709

16:28:31.330, 444, 479, 709

16:28:31.363, 446, 479, 707

16:28:31.381, 446, 479, 707

16:28:31.413, 441, 479, 709

16:28:31.430, 441, 479, 709

16:28:31.463, 454, 479, 709

16:28:31.481, 454, 479, 709

16:28:31.514, 433, 478, 707

16:28:31.530, 433, 478, 707

16:28:31.563, 453, 481, 707

16:28:31.580, 453, 481, 707

16:28:31.614, 444, 478, 709

16:28:31.630, 444, 478, 709

16:28:31.663, 442, 480, 708

16:28:31.680, 442, 480, 708

16:28:31.714, 449, 479, 708

16:28:31.730, 449, 479, 708

16:28:31.763, 441, 479, 708

16:28:31.779, 441, 479, 708

16:28:31.813, 447, 478, 709

16:28:31.829, 447, 478, 709

16:28:31.864, 445, 480, 708

16:28:31.879, 445, 480, 708

16:28:31.913, 445, 481, 706

16:28:31.929, 445, 481, 706

16:28:31.964, 443, 476, 707

16:28:31.979, 443, 476, 707

16:28:31.996, 443, 476, 707

16:28:32.013, 446, 482, 710

16:28:32.030, 446, 482, 710

16:28:32.046, 446, 482, 710

16:28:32.063, 443, 478, 708

16:28:32.079, 443, 478, 708

16:28:32.096, 443, 478, 708

16:28:32.114, 448, 480, 707

16:28:32.129, 448, 480, 707

16:28:32.147, 448, 480, 707

16:28:32.163, 442, 479, 707

16:28:32.179, 442, 479, 707

16:28:32.196, 442, 479, 707

16:28:32.231, 447, 480, 708

16:28:32.246, 447, 480, 708

16:28:32.279, 445, 477, 709

16:28:32.296, 445, 477, 709

16:28:32.314, 445, 480, 707

16:28:32.329, 445, 480, 707

16:28:32.346, 445, 480, 707

16:28:32.379, 446, 478, 708

16:28:32.396, 446, 478, 708

16:28:32.429, 448, 479, 709

16:28:32.445, 448, 479, 709

16:28:32.479, 439, 480, 707

16:28:32.495, 439, 480, 707

16:28:32.529, 451, 480, 709

16:28:32.547, 451, 480, 709

16:28:32.580, 442, 479, 708

16:28:32.597, 442, 479, 708

16:28:32.631, 445, 479, 708

16:28:32.647, 445, 479, 708

16:28:32.681, 448, 480, 708

16:28:32.697, 448, 480, 708

16:28:32.730, 441, 479, 708

16:28:32.746, 441, 479, 708

16:28:32.780, 449, 480, 708

16:28:32.797, 449, 480, 708

16:28:32.831, 443, 479, 708

16:28:32.846, 443, 479, 708

16:28:32.880, 443, 480, 708

16:28:32.896, 443, 480, 708

16:28:32.931, 446, 479, 708

16:28:32.946, 446, 479, 708

16:28:32.980, 444, 480, 708

16:28:32.996, 444, 480, 708

16:28:33.013, 444, 480, 708

16:28:33.030, 445, 479, 708

16:28:33.047, 445, 479, 708

16:28:33.063, 445, 479, 708

16:28:33.080, 445, 478, 707

16:28:33.097, 445, 478, 707

16:28:33.113, 445, 478, 707

16:28:33.130, 445, 479, 708

16:28:33.147, 445, 479, 708

16:28:33.163, 445, 479, 708

16:28:33.180, 446, 479, 708

16:28:33.196, 446, 479, 708

16:28:33.213, 446, 479, 708

16:28:33.246, 443, 479, 708

16:28:33.263, 443, 479, 708

16:28:33.296, 446, 479, 708

16:28:33.314, 446, 479, 708

16:28:33.346, 444, 479, 708

16:28:33.363, 444, 479, 708

16:28:33.396, 444, 479, 708

16:28:33.414, 444, 479, 708

16:28:33.446, 446, 479, 708

16:28:33.463, 446, 479, 708

16:28:33.496, 444, 478, 708

16:28:33.513, 444, 478, 708

16:28:33.546, 444, 479, 708

16:28:33.564, 444, 479, 708

16:28:33.596, 445, 478, 708

16:28:33.613, 445, 478, 708

16:28:33.646, 446, 479, 708

16:28:33.664, 446, 479, 708

16:28:33.697, 443, 479, 708

16:28:33.712, 443, 479, 708

16:28:33.746, 446, 479, 707

16:28:33.764, 446, 479, 707

16:28:33.796, 446, 479, 710

16:28:33.812, 446, 479, 710

16:28:33.846, 446, 479, 708

16:28:33.862, 446, 479, 708

16:28:33.896, 444, 479, 707

16:28:33.912, 444, 479, 707

16:28:33.947, 447, 479, 708

16:28:33.963, 447, 479, 708

16:28:33.980, 447, 479, 708

16:28:33.997, 445, 479, 708

16:28:34.013, 445, 479, 708

16:28:34.030, 445, 479, 708

16:28:34.047, 444, 479, 708

16:28:34.063, 444, 479, 708

16:28:34.097, 447, 480, 708

16:28:34.113, 447, 480, 708

16:28:34.131, 447, 480, 708

16:28:34.147, 445, 479, 708

16:28:34.163, 445, 479, 708

16:28:34.180, 445, 479, 708

16:28:34.197, 444, 479, 708

16:28:34.213, 444, 479, 708

16:28:34.231, 444, 479, 708

16:28:34.265, 448, 478, 707

16:28:34.280, 448, 478, 707

16:28:34.297, 445, 479, 709

16:28:34.313, 445, 479, 709

16:28:34.330, 445, 479, 709

16:28:34.363, 446, 479, 707

16:28:34.380, 446, 479, 707

16:28:34.413, 445, 479, 708

16:28:34.430, 445, 479, 708

16:28:34.463, 446, 479, 709

16:28:34.480, 446, 479, 709

16:28:34.513, 444, 478, 707

16:28:34.530, 444, 478, 707

16:28:34.563, 446, 479, 709

16:28:34.582, 446, 479, 709

16:28:34.613, 446, 479, 707

16:28:34.630, 446, 479, 707

